Column1;Column2;Column3;Column4;Column5
le chien;the dog;-;1.000000 0.333333;1
demanda ce;asked;-;1.000000 0.001198;1
ici;here all;-;0.000410 1.000000;1
pouvions;nothing;-;0.022222 0.000887;1
Connaissez;Do;-;0.045455 0.001267;1
Quand travaillez;When;-;0.250000 0.001052;1
achev�rent leur;their;-;1.000000 0.001672;1
avons;butter;-;0.005076 0.001812;1
cervelle;enough brains;-;0.045455 1.000000;1
cervelle;brains enough;-;0.045455 1.000000;1
que tu;on;-;0.009709 0.000384;1
rien;do anything;-;0.000814 0.333333;1
S';something;-;0.011494 0.000470;1
parle;ca;-;0.001739 0.001271;1
Nous prenons;We;-;0.500000 0.000136;1
qu';with him;-;0.000802 0.066667;1
voulez;hair cut;-;0.010204 0.050000;1
couler;run;-;0.023256 0.005682;1
-;English;-;0.000386 0.000233;1
C' est;what;-;0.006452 0.000848;1
est un;it;-;0.025000 0.000425;1
p�re;father made;-;0.000224 1.000000;1
l' accompagna;him;-;1.000000 0.000389;1
quelque chose;something to;-;0.000977 1.000000;1
dedans;outside;-;0.071429 0.004902;1
personnes;front;-;0.005525 0.005650;1
battre;easily;-;0.008621 0.001972;1
monde savait;Everybody knew;-;1.000000 0.166667;1
partirai demain;tomorrow;-;0.250000 0.000342;1
sentez;all right;-;0.012346 0.020000;1
rencontr� en;met;-;1.000000 0.000460;1
mais l';but;-;1.000000 0.000160;1
lev�s;rang;-;1.000000 0.011765;1
voyage;traveled;-;0.003774 0.038462;1
jouais g�n�ralement;played;-;0.166667 0.009524;1
jeune;spite;-;0.004098 0.125000;1
divis�;divided;-;0.250000 0.016949;1
souci;central concern;-;0.012821 0.200000;1
plat;push;-;0.006579 0.032258;1
Es;fine;-;0.017857 0.004902;1
Dans;�;-;0.010309 0.002849;1
couche;eleven;-;0.025000 0.012346;1
de m';me;-;0.500000 0.000262;1
en;I have;-;0.000490 0.006410;1
elle;you;-;0.000362 0.000111;1
qu' eux;them;-;1.000000 0.006410;1
�tudier te;Study;-;1.000000 0.038462;1
entends;any sound;-;0.025000 1.000000;1
vous les;like;-;1.000000 0.000997;1
rencontr�;him once;-;0.000529 0.333333;1
peut bien;What;-;1.000000 0.000773;1
donna;him;-;0.013158 0.000389;1
vous;seeing you;-;0.000279 0.500000;1
a;world -;-;0.000428 1.000000;1
un accident;accident;-;1.000000 0.001155;1
Savez;swim;-;0.013333 0.001136;1
fera;medicine;-;0.033333 0.001845;1
erreurs;cleverest;-;0.002358 0.038462;1
personne;talk;-;0.004651 0.007937;1
dessert pr�f�r�;dessert;-;0.090909 0.001484;1
rapport;Compared;-;0.032258 0.035714;1
Penses;hour;-;0.030303 0.009434;1
attention particuli�re;wears;-;1.000000 0.037037;1
tout;even;-;0.001195 0.004545;1
que les;the;-;0.166667 0.000081;1
p�re d';father;-;1.000000 0.000219;1
beaucoup;walked;-;0.001321 0.004808;1
peux;jump;-;0.001015 0.002227;1
bonne cuisini�re;neither;-;0.034483 0.111111;1
oncle;uncle gave;-;0.001866 0.500000;1
Il semble;He seems;-;1.000000 1.000000;1
vous me;the;-;0.500000 0.000081;1
correctement;show;-;0.021739 0.006061;1
t' habiller;dressing;-;1.000000 0.014706;1
fit;hit;-;0.017857 0.004115;1
ma veste;my jacket;-;0.333333 1.000000;1
combustible;heating;-;1.000000 0.100000;1
ressentir;value;-;0.111111 0.011765;1
habill�;Going;-;0.014286 0.333333;1
marteau;accidentally;-;0.006369 0.055556;1
domestique;rich;-;0.031250 0.002625;1
quatre-quarts;pound;-;0.250000 0.022222;1
courir 200;kilometers;-;0.500000 0.041667;1
chaise;firewood;-;0.004082 0.083333;1
coule;sinks;-;0.066667 1.000000;1
match;excuse;-;0.031250 0.047619;1
� fait;right;-;0.076923 0.004132;1
eau hors;water;-;1.000000 0.000135;1
Ma;is my;-;0.001404 0.200000;1
pr�parent;they prepare;-;0.142857 1.000000;1
supporte;alone;-;0.015873 0.003344;1
vois;death around;-;0.012821 1.000000;1
honte;need;-;0.004367 0.001453;1
Brosse tes;each meal;-;0.500000 0.500000;1
pleuve;may;-;0.166667 0.006579;1
nous est;us;-;1.000000 0.001541;1
abandonnez;Never give;-;0.041667 1.000000;1
Ma;breakfast ready;-;0.001404 0.333333;1
Votre g�teau;cake;-;0.500000 0.000169;1
forment;Water consists;-;0.041667 0.500000;1
prie;Help;-;0.005181 0.014493;1
changer;impression;-;0.004082 0.017857;1
partager;May;-;0.029412 0.002193;1
venez;hungry;-;0.250000 0.000617;1
auras;finished;-;0.142857 0.004082;1
assis l�;sitting;-;1.000000 0.005291;1
Peux;swim;-;0.006579 0.001136;1
ce que;,;-;0.006173 0.000052;1
Ta voix;voice;-;0.062500 0.002849;1
rappelle;telling;-;0.005236 0.037037;1
semble;seem;-;0.002299 0.024390;1
quitt�;word;-;0.029412 0.002882;1
ce que;your;-;0.006173 0.000551;1
manger entre;between;-;1.000000 0.002105;1
quelque chose;you;-;0.000977 0.000111;1
est;damage is;-;0.000078 0.500000;1
par un;by;-;1.000000 0.001346;1
pr�f�r�;Perhaps;-;0.010526 0.100000;1
e�t;although;-;0.200000 0.050000;1
cinq-cents;500;-;1.000000 0.020833;1
critiqua;military;-;0.047619 0.040000;1
Excusez;sir;-;0.010000 0.125000;1
�cart�es;feet;-;0.125000 0.024390;1
morceaux;salmon;-;0.015385 0.012987;1
Suis;Am;-;0.250000 0.071429;1
calme;relaxed;-;0.055556 0.100000;1
gosse;neck;-;0.100000 0.020833;1
autrui;harmless;-;1.000000 1.000000;1
prudent;Mind;-;0.076923 0.014925;1
rapidit�;scene;-;1.000000 0.333333;1
jumelles;twin sisters;-;0.142857 0.166667;1
regard;glance;-;0.142857 0.333333;1
Trop �nervant;whenever;-;1.000000 0.030303;1
subvenir;farm;-;0.166667 0.050000;1
peut faire;can do;-;0.200000 0.050000;1
ait;as;-;0.071429 0.001818;1
argent;ca;-;0.000328 0.001271;1
fen�tre;by;-;0.001408 0.001346;1
est tout;the;-;0.500000 0.000081;1
Le papier;The paper;-;0.333333 0.500000;1
�t�;did;-;0.002179 0.001129;1
d' avoir;no;-;0.022727 0.002141;1
d' une;one;-;0.058824 0.003236;1
ne;in the;-;0.000299 0.003745;1
arrive;reason;-;0.018519 0.010417;1
Apr�s;raining;-;0.000717 0.020833;1
trouva;standing near;-;0.058824 0.083333;1
panne;car;-;0.010753 0.000443;1
tienne;yours;-;0.125000 0.011236;1
sportive;athletic meet;-;0.055556 1.000000;1
belle;voice;-;0.005495 0.002849;1
plus profonde;deepest;-;1.000000 0.020408;1
Nancy a;Nancy has;-;1.000000 0.200000;1
lumi�re;still light;-;0.000895 1.000000;1
il;as;-;0.000348 0.001818;1
toi !;!;-;1.000000 0.000166;1
matin;feeling;-;0.000531 0.007407;1
monta;success went;-;0.090909 1.000000;1
Il;I have;-;0.000062 0.006410;1
au tennis;tennis now;-;1.000000 1.000000;1
parviens;ca;-;0.047619 0.001271;1
ce;done;-;0.000454 0.003165;1
Buvons;drink;-;0.041667 0.001232;1
ne;I ca;-;0.000299 0.166667;1
th� glac�;want;-;1.000000 0.000567;1
bat;fast;-;0.050000 0.000491;1
aime;likes strong;-;0.001855 0.166667;1
beaucoup;water;-;0.001321 0.000135;1
parle;speaks well;-;0.001739 0.500000;1
et;and at;-;0.000059 1.000000;1
choses;things at;-;0.000680 1.000000;1
une si;good;-;1.000000 0.000777;1
fait de;that;-;0.021277 0.000450;1
ex�cuter;may;-;0.066667 0.006579;1
aime;like fish;-;0.001855 0.250000;1
poisson;He does;-;0.000323 0.166667;1
pense que;the;-;0.083333 0.000081;1
tr�s �paisse;very thick;-;0.500000 0.500000;1
Nous sommes;met;-;0.055556 0.000460;1
r�serv�e par;reserved by;-;0.333333 0.333333;1
aurais cru;thought;-;1.000000 0.007576;1
Personne;Apart;-;0.004255 0.025000;1
dormes;come;-;0.012658 0.005405;1
Nous avons;pound;-;0.002227 0.022222;1
avais;they;-;0.009709 0.000971;1
toujours attention;always cared;-;0.500000 0.333333;1
Puis;here;-;0.002008 0.000410;1
marche;after;-;0.014286 0.000499;1
puissions;too;-;0.111111 0.000255;1
clou�e;sick;-;1.000000 0.008333;1
hasard;happy;-;0.007463 0.005000;1
vois parfois;Sometimes;-;1.000000 0.015385;1
sorti;word;-;0.018519 0.002882;1
commenc�;started learning;-;0.007194 0.333333;1
� cette;Do n't;-;0.333333 0.008621;1
ai entendue;heard;-;1.000000 0.005405;1
a le;is;-;0.500000 0.000076;1
,;around;-;0.000053 0.007092;1
je;to my;-;0.000524 0.500000;1
t';used;-;0.010870 0.007299;1
ne pas;me;-;0.003906 0.000262;1
derni�re fois;same;-;0.166667 0.007519;1
suppos�s;smoke;-;0.083333 0.003215;1
th��tre;new theater;-;0.015625 0.500000;1
s' est;it;-;0.043478 0.000425;1
pla�t;mind;-;0.002793 0.006711;1
�tait;a;-;0.000581 0.000074;1
pu;than he;-;0.006024 1.000000;1
consid�r� comme;looked;-;1.000000 0.012500;1
bien;I have;-;0.000253 0.006410;1
demanda;turn;-;0.003390 0.007407;1
senti;After;-;0.019608 0.000713;1
mien;same;-;0.024390 0.007519;1
certainement nager;certainly swimmable;-;1.000000 0.166667;1
sang-froid;learn;-;0.018868 0.004032;1
grenouille;frog came;-;0.021739 0.111111;1
dehors;pitch;-;0.005650 0.023256;1
parlent;talking;-;0.166667 0.012048;1
travaillait;used;-;0.055556 0.007299;1
r�ve;dreaming;-;0.002375 0.111111;1
�cole;heavy;-;0.000517 0.003413;1
je n';I;-;1.000000 0.000056;1
temps;so;-;0.000576 0.001520;1
Mary nage;swims;-;1.000000 0.005988;1
matin;matter;-;0.000531 0.014085;1
faut;forgotten;-;0.008929 0.020408;1
mis;post;-;0.014493 0.016949;1
sant�;expense;-;0.000634 0.018182;1
beau coucher;sunset;-;0.500000 0.008264;1
rentrer;children;-;0.024390 0.000934;1
impatience;looking forward;-;0.062500 1.000000;1
font;When;-;0.071429 0.001052;1
exercice;exercises every;-;0.002114 1.000000;1
Si;If you;-;0.000407 0.500000;1
m';tell me;-;0.000812 0.500000;1
suis un;'m;-;1.000000 0.001256;1
que Jack;Jack;-;1.000000 0.003759;1
ne sais;how;-;0.166667 0.001139;1
feu;,;-;0.004831 0.000052;1
pourrais;ride;-;0.017544 0.006173;1
l�;neither;-;0.010101 0.111111;1
all�;donate blood;-;0.010526 0.500000;1
Cela provient;world language;-;1.000000 1.000000;1
r�ve �pouvantable;dreadful;-;0.071429 0.027778;1
semaines s�par�es;weeks apart;-;1.000000 0.500000;1
pr�pare;mother;-;0.083333 0.000298;1
s';has been;-;0.002062 0.111111;1
peux;any farther;-;0.001015 1.000000;1
aurai;if;-;0.166667 0.001152;1
Comme elle;fast she;-;0.500000 0.333333;1
vous d';a;-;0.500000 0.000074;1
quelque chose;care;-;0.000977 0.004505;1
l�gumes .;vegetables .;-;1.000000 1.000000;1
est gentil;is kind;-;1.000000 1.000000;1
fils unique;son;-;1.000000 0.000640;1
�tudes;graduated;-;0.038462 0.015385;1
ferme;shut;-;0.011111 0.012987;1
crois peut-�tre;nonetheless true;-;1.000000 0.250000;1
soit;Though;-;0.009091 0.023256;1
d�roule;place;-;0.029412 0.005319;1
banque;bank keeps;-;0.000230 0.333333;1
Qui veut;wants;-;0.100000 0.005952;1
abattu;bear;-;0.500000 0.007634;1
miel;honey instead;-;0.008929 1.000000;1
ailles;Turn;-;0.142857 0.006289;1
pouvais;done all;-;0.009524 1.000000;1
le faire;in;-;0.018182 0.000184;1
vert te;Green;-;0.111111 0.016949;1
�;In;-;0.002967 0.002597;1
mal pass�;agree;-;1.000000 0.008696;1
Que devrais;do;-;0.062500 0.000246;1
fait;I have;-;0.000317 0.006410;1
des enfants;children should;-;0.333333 1.000000;1
robe;nice dress;-;0.000791 1.000000;1
seulement;Eat;-;0.004926 0.007576;1
jouer;know;-;0.003390 0.001852;1
devons arroser;water;-;0.500000 0.000135;1
notre;ate our;-;0.000731 1.000000;1
cuite;done;-;0.500000 0.003165;1
bonne journ�e;day;-;0.500000 0.000765;1
est un;,;-;0.025000 0.000052;1
est;is on;-;0.000078 0.200000;1
d�rangerait;Chinese;-;0.090909 0.000489;1
sens;doing anything;-;0.002959 0.333333;1
avez;there;-;0.006849 0.001876;1
�tait;Greek;-;0.000581 0.043478;1
faire;to exercise;-;0.000175 1.000000;1
.;blue .;-;0.000001 1.000000;1
te;fits;-;0.002155 0.045455;1
tu;him;-;0.000332 0.000389;1
peut;One;-;0.001333 0.015152;1
fini leur;finished;-;0.500000 0.004082;1
a un;in;-;0.033333 0.000184;1
peuvent exister;Animals;-;1.000000 0.200000;1
commences;preparing supper;-;0.333333 0.100000;1
tant;complaining;-;0.017241 0.007812;1
campagne;Something;-;0.011111 0.015625;1
terrible;heat;-;0.008333 0.001592;1
endormit;asleep;-;1.000000 0.025641;1
viande est;meat;-;1.000000 0.000421;1
J';having plenty;-;0.000642 0.100000;1
dans les;this;-;0.142857 0.000413;1
veux;to;-;0.000628 0.000113;1
jour;the day;-;0.000938 0.333333;1
toute;told;-;0.006993 0.002976;1
conna�t;know;-;0.006024 0.001852;1
pr�sident lui;president himself;-;1.000000 0.071429;1
pouvoir;one;-;0.022727 0.003236;1
un;that was;-;0.000116 0.500000;1
l' eau;is;-;0.008621 0.000076;1
Y a-t;should;-;0.006098 0.001036;1
Je poss�de;own;-;1.000000 0.007353;1
cheval .;horse .;-;0.500000 1.000000;1
nature humaine;nature;-;0.333333 0.001015;1
courir si;run so;-;1.000000 0.500000;1
attrape toujours;always catch;-;1.000000 0.500000;1
Pourquoi;Why do;-;0.000463 1.000000;1
suis accoutum�;accustomed;-;0.500000 0.005780;1
lever;quite;-;0.003356 0.008621;1
elle assez;big enough;-;1.000000 0.500000;1
plus;, the;-;0.000799 0.037037;1
Comme;beautifully;-;0.006623 0.020833;1
fait votre;your;-;1.000000 0.000551;1
il �;'s the;-;0.500000 0.041667;1
aussi;they;-;0.003226 0.000971;1
ni� m';denied;-;1.000000 0.003125;1
accompagnais au;accompanied her;-;1.000000 0.333333;1
moi un;a;-;0.500000 0.000074;1
amus�e;know;-;0.030303 0.001852;1
Abstiens;Please refrain;-;0.052632 0.500000;1
du;do you;-;0.000840 0.011905;1
quand;when you;-;0.001475 0.333333;1
c�der sous;under;-;1.000000 0.002833;1
pari avec;bet;-;1.000000 0.013333;1
extr�mement gras;'m extremely;-;0.020833 1.000000;1
fait pour;by;-;0.100000 0.001346;1
de la;for;-;0.006849 0.000268;1
le fait;fact;-;0.200000 0.010000;1
endroit;area;-;0.010870 0.200000;1
rendue;Her;-;0.166667 0.006944;1
dura jusqu';lasted;-;0.333333 0.016129;1
graisse;Where;-;0.034483 0.000816;1
aucune;pockets;-;0.027778 0.045455;1
ferme;farm yields;-;0.011111 0.333333;1
mieux;it better;-;0.000840 1.000000;1
je;I 've;-;0.000524 0.052632;1
prendre;would;-;0.006329 0.003300;1
pas des;n't;-;1.000000 0.000111;1
jardin;front;-;0.002494 0.005650;1
dire;anyone;-;0.003236 0.006250;1
travaille;entrance;-;0.003012 0.007874;1
emporter ou;For here;-;1.000000 1.000000;1
tasse cass�e;broken;-;0.250000 0.009524;1
de se;He;-;0.250000 0.000064;1
mon trente-et-un;dress up;-;1.000000 0.125000;1
se met;easily gets;-;1.000000 0.166667;1
faim;hungry !;-;0.000618 0.142857;1
En;In fact;-;0.003268 0.011765;1
aurait d�;examination;-;0.250000 0.004167;1
animal empestait;smell;-;0.250000 0.008333;1
Ma;Mother laid;-;0.001404 0.090909;1
promis;tonight;-;0.004608 0.002571;1
chez;drop;-;0.005155 0.024390;1
remplir;Please fill;-;0.012500 0.333333;1
occupe;after;-;0.022222 0.000499;1
rien promettre;anything;-;1.000000 0.003205;1
heures;than;-;0.002611 0.001976;1
de;it .;-;0.000123 0.004630;1
Il demanda;asked;-;1.000000 0.001198;1
sa;of his;-;0.001339 0.166667;1
pas d';on;-;0.142857 0.000384;1
quand;saw;-;0.001475 0.002770;1
souviens;school;-;0.003145 0.000512;1
quelque chose;want something;-;0.000977 0.333333;1
aux �checs;plays chess;-;0.500000 0.111111;1
as;intend;-;0.004065 0.011111;1
imm�diatement;at;-;0.007299 0.001114;1
qu' ayant;may;-;1.000000 0.006579;1
plus .;a;-;0.062500 0.000074;1
des;English;-;0.001302 0.000233;1
sait;riding;-;0.004566 0.200000;1
enfant;fear;-;0.001359 0.021277;1
d�ner;cooking;-;0.002506 0.002786;1
prix continuaient;Prices continued;-;1.000000 0.142857;1
fait de;to;-;0.021277 0.000113;1
la faute;the;-;1.000000 0.000081;1
station service;service;-;1.000000 0.012048;1
reprendre;exhausted;-;1.000000 0.043478;1
aie �tudi�;six;-;0.250000 0.002398;1
confectionn�;goat;-;0.019231 0.004854;1
r�sultats;normal;-;0.100000 0.041667;1
sentant;feeling;-;0.100000 0.007407;1
s�me;wind;-;0.032258 0.005848;1
P�re;fallen ill;-;0.005263 1.000000;1
dignit�;proper dignity;-;0.016129 1.000000;1
r�ve;pleasant dream;-;0.002375 0.076923;1
endroits publics;places;-;1.000000 0.016393;1
mangent;Man eats;-;0.043478 0.250000;1
N' ayez;scared;-;0.500000 0.031250;1
merveilleux;device;-;0.011765 0.055556;1
fil;improve;-;0.019231 0.023256;1
500 voitures;500 automobiles;-;1.000000 0.200000;1
doive;believe;-;0.200000 0.006579;1
prend;everything;-;0.010989 0.004219;1
savant;leader;-;0.058824 0.007143;1
dit;said all;-;0.001058 1.000000;1
bon aliment;good food;-;1.000000 1.000000;1
attrap�;seems;-;0.007752 0.002410;1
parc;toward;-;0.002985 0.055556;1
courant;came;-;0.038462 0.010989;1
Pourquoi;taking;-;0.000463 0.020000;1
c�t�s;trouble;-;0.014706 0.008065;1
poisson;ever;-;0.000323 0.007519;1
grandi;while;-;0.019608 0.008850;1
chemin �troit;narrow path;-;1.000000 0.200000;1
l';to know;-;0.000385 0.500000;1
sur;on your;-;0.000547 0.333333;1
aime;strong liking;-;0.001855 0.125000;1
petit �chec;minor setback;-;1.000000 0.030303;1
celle;may;-;0.066667 0.006579;1
vu;shows;-;0.002114 0.166667;1
c' �tait;was;-;1.000000 0.000360;1
bien avec;you get;-;0.250000 0.250000;1
accompagne;goes;-;0.052632 0.017241;1
A-t;such;-;0.250000 0.005181;1
il;How fast;-;0.000348 0.500000;1
�a;smart;-;0.004717 0.200000;1
doit;our best;-;0.004184 0.142857;1
Qu' avez;did;-;0.062500 0.001129;1
entendre;noise;-;0.006993 0.002755;1
efforts porteront;efforts;-;1.000000 0.008696;1
bleues;yellow;-;0.142857 0.009804;1
pr�f�rerais;movie;-;0.200000 0.005464;1
provient;world;-;0.166667 0.001515;1
depuis;known;-;0.007299 0.010753;1
tableaux;seeing;-;0.050000 0.005747;1
humain fondamental;human;-;0.166667 0.010204;1
avais rencontr�;had;-;0.500000 0.001515;1
ta;of you;-;0.004484 0.250000;1
fumer;outside;-;0.000358 0.004902;1
d' air;air;-;1.000000 0.002320;1
occup�e;busy is;-;0.005714 1.000000;1
occup�e;is busy;-;0.005714 1.000000;1
lui;made;-;0.000442 0.001425;1
pass�;go;-;0.009174 0.001669;1
eau par;water;-;1.000000 0.000135;1
faire une;make you;-;0.030303 1.000000;1
id�e;head;-;0.002717 0.001075;1
boire;drink too;-;0.001395 0.250000;1
la;when;-;0.000139 0.001029;1
ne pas;'m;-;0.003906 0.001256;1
de;painting;-;0.000123 0.009901;1
immorale;immoral act;-;0.333333 1.000000;1
coccinelle;ladybug landed;-;0.142857 1.000000;1
merveilleux;miraculous;-;0.011765 0.250000;1
difficult�s;difficulty;-;0.034483 0.047619;1
devrions;seatbelt;-;0.031250 0.125000;1
certainement;swimmable;-;0.026316 1.000000;1
octobre;begins October;-;0.041667 1.000000;1
�clats;step;-;1.000000 0.055556;1
preuve;showed;-;0.333333 0.007299;1
su;changed;-;0.052632 0.037037;1
miche;moldy loaf;-;0.028571 1.000000;1
naturel convient;suitable;-;1.000000 0.058824;1
cogn�;bumped;-;0.076923 0.125000;1
joli;scientists;-;0.066667 0.011765;1
imaginent;thinks;-;0.500000 0.066667;1
z�ro degr�;Celsius;-;1.000000 0.076923;1
longues;tail;-;0.250000 0.007752;1
po�te;misprint;-;0.007874 0.333333;1
que les;is;-;0.166667 0.000076;1
avec moi;me;-;0.250000 0.000262;1
cela;done;-;0.009434 0.003165;1
crev�;flat tyre;-;0.041667 0.250000;1
sorte;meal;-;0.014925 0.001486;1
discours;compelled;-;0.001692 0.007692;1
ensuite;shall;-;0.006897 0.018868;1
Qu' a-t;done;-;0.125000 0.003165;1
sont;those;-;0.001300 0.014493;1
sort;never goes;-;0.100000 1.000000;1
bonne heure;quite;-;0.200000 0.008621;1
m�re cuisine;mother;-;0.333333 0.000298;1
Assure;sure;-;0.029412 0.009091;1
aime;he loves;-;0.001855 1.000000;1
qui;who speak;-;0.001225 1.000000;1
davantage;study harder;-;0.003968 0.125000;1
allait;said;-;0.018519 0.001517;1
Brosse tes;Brush;-;0.500000 0.008475;1
chanta;better;-;0.017241 0.001074;1
Va;Get away;-;0.014925 0.500000;1
Tr�s;'ll;-;0.009524 0.003521;1
ils;themselves;-;0.001080 0.052632;1
cru;eaten;-;0.009901 0.005495;1
Ta;Your hand;-;0.016949 1.000000;1
faut;One must;-;0.008929 0.500000;1
Est;all right;-;0.005405 0.020000;1
On;too;-;0.005435 0.000255;1
il;do you;-;0.000348 0.011905;1
prochaine;show;-;0.015385 0.006061;1
sens;every sense;-;0.002959 1.000000;1
t' attends;been waiting;-;1.000000 0.500000;1
ouvrage;That book;-;0.111111 0.090909;1
arriv�s;arrived here;-;0.034483 1.000000;1
Pouvez;picture;-;0.004902 0.011494;1
semble �tre;seems;-;1.000000 0.002410;1
incendier;believe;-;1.000000 0.006579;1
viande;prefer meat;-;0.000422 1.000000;1
Regarde;Look carefully;-;0.005917 0.500000;1
id�es g�niales;great ideas;-;0.142857 1.000000;1
serviette mouill�e;wet towel;-;0.125000 1.000000;1
nouvelle canne;cane;-;1.000000 0.015873;1
rencontr�e;moment;-;0.006803 0.015385;1
�claircir bient�t;Will;-;0.200000 0.007042;1
courir;me hurry;-;0.006452 1.000000;1
- toi;yourself;-;0.500000 0.008772;1
devrais;anything;-;0.001684 0.003205;1
au;are a;-;0.001325 0.333333;1
froid;cold this;-;0.000266 1.000000;1
Mary;cry;-;0.001290 0.004651;1
temps;the;-;0.000576 0.000081;1
�;do it;-;0.000213 0.015873;1
alcool;drink alcoholic;-;0.004695 1.000000;1
alcool;alcoholic drink;-;0.004695 1.000000;1
m�re;Your mother;-;0.000313 0.090909;1
m�dicament vous;medicine;-;1.000000 0.001845;1
aide sa;her;-;1.000000 0.000998;1
collectionne;collect silver;-;0.200000 1.000000;1
restaurant hier;restaurant yesterday;-;1.000000 1.000000;1
l';though;-;0.000385 0.024390;1
crade;fridge;-;0.125000 0.005155;1
ticket permet;persons;-;0.333333 0.166667;1
pauvre;ashamed;-;0.008000 0.004348;1
jouet;tiny;-;0.010417 0.125000;1
couler douce;sometimes;-;0.166667 0.003096;1
put;ride;-;0.055556 0.006173;1
feuille;leaf;-;0.016667 0.083333;1
peindre;else;-;0.010309 0.010753;1
Quels;benefits;-;0.166667 0.250000;1
laisse;encounter;-;0.017857 0.090909;1
pleuvoir;begins;-;0.023810 0.038462;1
s�curit�;fasten;-;0.100000 0.076923;1
boire;drink anything;-;0.001395 0.333333;1
ma;mind;-;0.001085 0.006711;1
sans;anything;-;0.000543 0.003205;1
d' heures;hours;-;1.000000 0.003226;1
autre part;elsewhere;-;1.000000 0.050000;1
pense;something;-;0.000847 0.000470;1
Mais;been;-;0.001637 0.002688;1
auparavant;seen;-;0.010417 0.004950;1
partis;home;-;0.111111 0.002475;1
O�;again;-;0.000834 0.008130;1
choisi Pierre;chose Peter;-;1.000000 0.500000;1
lui;trust him;-;0.000442 1.000000;1
vous;you about;-;0.000279 1.000000;1
termin�rent leur;their;-;0.142857 0.001672;1
moins;under;-;0.003717 0.002833;1
bureau;That desk;-;0.002577 1.000000;1
vraiment;hungry;-;0.000975 0.000617;1
refus�;He refused;-;0.015152 1.000000;1
pla�t;give me;-;0.002793 0.111111;1
agr�able;pleasant surprise;-;0.010526 0.066667;1
bout;Father took;-;0.038462 0.500000;1
presque tomb�e;almost passed;-;0.500000 0.166667;1
aller;bed earlier;-;0.002611 1.000000;1
cinq;father died;-;0.002058 1.000000;1
venir;early;-;0.023256 0.001093;1
En;duty;-;0.003268 0.011905;1
devrais;wait;-;0.001684 0.002732;1
davantage;eat more;-;0.003968 0.500000;1
froid;�m;-;0.000266 0.500000;1
pr�f�r�;racing game;-;0.010526 0.100000;1
nomm�;named Peter;-;0.100000 0.500000;1
chapeau;corresponds;-;0.001116 0.041667;1
devenir professeur;teacher;-;1.000000 0.001704;1
huile loin;oil;-;1.000000 0.005025;1
tomb� malade;ill;-;0.071429 0.004587;1
XXIe si�cle;21st century;-;1.000000 1.000000;1
mari�;story;-;0.018519 0.003937;1
gagna facilement;won;-;0.250000 0.006250;1
inconnu;entire;-;0.016393 0.058824;1
emplit;roses filled;-;0.020000 1.000000;1
ma r�ponse;answering;-;1.000000 0.037037;1
perdre;lose weight;-;0.007576 0.076923;1
bonne action;kind act;-;0.200000 0.200000;1
si;have to;-;0.000902 0.026316;1
si;to have;-;0.000902 0.020833;1
Tom;Tom has;-;0.000052 1.000000;1
verre maintenant;now;-;0.333333 0.000879;1
vais;'d;-;0.001767 0.003690;1
conseilla;between meals;-;0.005848 0.030303;1
vous;you when;-;0.000279 1.000000;1
vous;when you;-;0.000279 0.333333;1
Japon ,;Japan;-;1.000000 0.000456;1
nous;us how;-;0.000439 1.000000;1
mal;it;-;0.003030 0.000425;1
suis;up;-;0.001027 0.002101;1
donn�;friend;-;0.008621 0.001350;1
dois;Why;-;0.002809 0.000461;1
Donne;some;-;0.004049 0.002625;1
-;Have you;-;0.000386 0.500000;1
mari;husband eats;-;0.004132 1.000000;1
mot;line;-;0.002915 0.025000;1
mangeaient;surprise;-;0.333333 0.027778;1
r�flexion;On second;-;0.083333 1.000000;1
progresse;studies;-;0.090909 0.010989;1
sec;sucked dry;-;0.035714 0.500000;1
article;listen;-;0.015625 0.008264;1
prend;value;-;0.010989 0.011765;1
existe;State;-;0.090909 0.083333;1
balader;those;-;0.166667 0.014493;1
On mange;We eat;-;1.000000 0.166667;1
pouvions;we;-;0.022222 0.000480;1
, aussi;I like;-;1.000000 0.037037;1
douleur;burning pain;-;0.000740 0.050000;1
chaleur transforme;Heat;-;0.166667 0.027027;1
Ne;run;-;0.001992 0.005682;1
.;has;-;0.000001 0.001658;1
- vous;for me;-;0.004367 0.026316;1
vous;for me;-;0.000279 0.026316;1
pr�senta sa;presented;-;0.500000 0.025641;1
heureux;love;-;0.006329 0.003831;1
nature faible;weak;-;1.000000 0.009091;1
sais;For;-;0.003448 0.008130;1
ira;soon;-;0.033333 0.004255;1
Veuillez;wait;-;0.004049 0.002732;1
sucreries;just;-;0.012987 0.002342;1
as rencontr�e;met her;-;0.076923 0.066667;1
voudrions;'d;-;0.200000 0.003690;1
mani�re;own way;-;0.027027 0.250000;1
tu;future;-;0.000332 0.008621;1
te voir;see;-;1.000000 0.001534;1
faut;your;-;0.008929 0.000551;1
choses se;things;-;1.000000 0.000686;1
Allez coucher;sleep;-;0.250000 0.002532;1
c�d�;gave way;-;0.250000 1.000000;1
proprement;say;-;0.025000 0.006173;1
donner;tells;-;0.014493 0.021739;1
attraper;train;-;0.005435 0.005348;1
entraider;each;-;0.250000 0.010526;1
rencontr�es;remember;-;0.500000 0.001919;1
assise devant;clearly;-;0.500000 0.030303;1
Voudrais;leave;-;0.009804 0.003597;1
